date,week_start,channel,source,campaign,segment,stage,stage_order,stage_count,cost,revenue,channel_index,campaign_index,week_index
2026-02-18,2026-02-16,Paid Social,Paid Social,Paid Social Campaign 2,Enterprise,SQL,4,30.0,0.0,0.0,1,2,5
2026-02-18,2026-02-16,Paid Social,Paid Social,Paid Social Campaign 2,Enterprise,Opportunity,5,7.0,0.0,0.0,1,2,5
2026-02-18,2026-02-16,Paid Social,Paid Social,Paid Social Campaign 2,Enterprise,Customer,6,3.0,0.0,3884.51,1,2,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,SMB,Visitor,1,1129.0,380.75,0.0,2,1,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,SMB,Lead,2,195.0,0.0,0.0,2,1,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,SMB,MQL,3,99.0,0.0,0.0,2,1,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,SMB,SQL,4,41.0,,0.0,2,1,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,SMB,Opportunity,5,19.0,0.0,0.0,2,1,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,SMB,Customer,6,8.0,0.0,13901.48,2,1,5
2026-02-19,2026-02-16,Email,EMAIL,Email Campaign 1,Enterprise,Visitor,1,1253.0,335.6,0.0,2,1,5
2026-02-19,2026-02-16,Email,EMAIL,Email Campaign 1,Enterprise,Lead,2,196.0,0.0,0.0,2,1,5
2026-02-19,2026-02-16,Email,EMAIL,Email Campaign 1,Enterprise,MQL,3,112.0,0.0,0.0,2,1,5
2026-02-19,2026-02-16,Email,EMAIL,Email Campaign 1,Enterprise,SQL,4,60.0,0.0,0.0,2,1,5
2026-02-19,2026-02-16,,EMAIL,Email Campaign 1,Enterprise,Opportunity,5,32.0,0.0,0.0,2,1,5
2026-02-19,2026-02-16,Email,EMAIL,Email Campaign 1,Enterprise,Customer,6,10.0,0.0,16052.31,2,1,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,SMB,Visitor,1,1254.0,381.5,0.0,2,2,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,SMB,Lead,2,221.0,0.0,0.0,2,2,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,SMB,MQL,3,123.0,0.0,0.0,2,2,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,SMB,SQL,4,68.0,0.0,0.0,2,2,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,SMB,Opportunity,5,31.0,0.0,0.0,2,2,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,SMB,Customer,6,11.0,0.0,15497.92,2,2,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,Visitor,1,1412.0,468.22,0.0,2,2,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,Lead,2,249.0,0.0,0.0,2,2,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,MQL,3,153.0,0.0,0.0,2,2,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,SQL,4,71.0,0.0,0.0,2,2,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,Opportunity,5,33.0,0.0,0.0,2,2,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,Customer,6,11.0,0.0,16808.05,2,2,5
2026-02-19,2026-02-16,Referral,Partner Referral,Referral Campaign 1,SMB,Visitor,1,752.0,114.55,0.0,3,1,5
2026-02-19,2026-02-16,,Partner Referral,Referral Campaign 1,SMB,Lead,2,181.0,0.0,0.0,3,1,5
2026-02-19,2026-02-16,Referral,Partner Referral,Referral Campaign 1,SMB,MQL,3,117.0,0.0,0.0,3,1,5
2026-02-19,2026-02-16,Referral,Partner Referral,Referral Campaign 1,SMB,SQL,4,72.0,0.0,0.0,3,1,5
2026-02-19,2026-02-16,Referral,Partner Referral,Referral Campaign 1,SMB,Opportunity,5,37.0,0.0,0.0,3,1,5
2026-02-19,2026-02-16,Referral,Partner Referral,Referral Campaign 1,SMB,Customer,6,15.0,0.0,30048.28,3,1,5
2026-02-16,2026-02-16,Referral,partner,Referral Campaign 1,Enterprise,Visitor,1,967.0,143.7,0.0,3,1,5
2026-02-16,2026-02-16,Referral,partner,Referral Campaign 1,Enterprise,Lead,2,199.0,0.0,0.0,3,1,5
2026-02-16,2026-02-16,Referral,partner,Referral Campaign 1,Enterprise,MQL,3,117.0,0.0,0.0,3,1,5
2026-02-16,2026-02-16,Referral,partner,Referral Campaign 1,Enterprise,SQL,4,66.0,0.0,0.0,3,1,5
2026-02-16,2026-02-16,Referral,partner,Referral Campaign 1,Enterprise,Opportunity,5,41.0,0.0,0.0,3,1,5
2026-02-16,2026-02-16,Referral,partner,Referral Campaign 1,Enterprise,Customer,6,17.0,0.0,29438.19,3,1,5
2026-02-17,2026-02-16,Referral,Referral,Referral Campaign 2,SMB,Visitor,1,892.0,152.33,0.0,3,2,5
2026-02-17,2026-02-16,Referral,Referral,Referral Campaign 2,SMB,Lead,2,189.0,0.0,0.0,3,2,5
2026-02-17,2026-02-16,Referral,Referral,Referral Campaign 2,SMB,MQL,3,121.0,0.0,0.0,3,2,5
2026-02-17,2026-02-16,Referral,Referral,Referral Campaign 2,SMB,SQL,4,58.0,0.0,0.0,3,2,5
2026-02-17,2026-02-16,Referral,Referral,Referral Campaign 2,SMB,Opportunity,5,24.0,0.0,0.0,3,2,5
2026-02-17,2026-02-16,Referral,Referral,Referral Campaign 2,SMB,Customer,6,10.0,0.0,17512.39,3,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,Visitor,1,1195.0,218.04,0.0,3,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,Lead,2,265.0,0.0,0.0,3,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,MQL,3,175.0,0.0,0.0,3,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,SQL,4,101.0,0.0,0.0,3,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,Opportunity,5,53.0,0.0,0.0,3,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,Customer,6,18.0,0.0,30584.14,3,2,5
2026-02-16,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 1,SMB,Visitor,1,1825.0,2105.87,0.0,4,1,5
2026-02-16,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 1,SMB,Lead,2,235.0,0.0,0.0,4,1,5
2026-02-16,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 1,SMB,MQL,3,118.0,0.0,0.0,4,1,5
2026-02-16,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 1,SMB,SQL,4,47.0,0.0,0.0,4,1,5
2026-02-16,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 1,SMB,Opportunity,5,17.0,0.0,0.0,4,1,5
2026-02-16,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 1,SMB,Customer,6,2.0,0.0,3336.8,4,1,5
2026-02-18,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,Visitor,1,1525.0,2072.13,0.0,4,1,5
2026-02-18,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,Lead,2,239.0,0.0,0.0,4,1,5
2026-02-18,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,MQL,3,107.0,0.0,0.0,4,1,5
2026-02-18,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,SQL,4,52.0,0.0,0.0,4,1,5
2026-02-18,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,Opportunity,5,23.0,0.0,0.0,4,1,5
2026-02-18,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 1,Enterprise,Customer,6,5.0,0.0,5548.58,4,1,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,SMB,Visitor,1,2286.0,2643.92,0.0,4,2,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,SMB,Lead,2,282.0,0.0,0.0,4,2,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,SMB,MQL,3,151.0,0.0,0.0,4,2,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,SMB,SQL,4,69.0,0.0,0.0,4,2,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,SMB,Opportunity,5,27.0,0.0,0.0,4,2,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,SMB,Customer,6,6.0,0.0,8105.1,4,2,5
2026-02-16,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Visitor,1,1878.0,2403.12,0.0,4,2,5
2026-02-16,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Lead,2,236.0,0.0,0.0,4,2,5
2026-02-16,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,MQL,3,114.0,0.0,0.0,4,2,5
2026-02-16,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,SQL,4,45.0,0.0,0.0,4,2,5
2026-02-16,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Opportunity,5,10.0,0.0,0.0,4,2,5
2026-02-16,2026-02-16,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Customer,6,5.0,0.0,7243.39,4,2,5
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,SMB,Visitor,1,1513.0,863.29,0.0,0,1,6
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,SMB,Lead,2,177.0,0.0,0.0,0,1,6
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,SMB,MQL,3,84.0,0.0,0.0,0,1,6
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,SMB,SQL,4,50.0,0.0,0.0,0,1,6
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,SMB,Opportunity,5,20.0,0.0,0.0,0,1,6
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,SMB,Customer,6,4.0,,5709.26,0,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,Visitor,1,1256.0,718.23,0.0,0,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,Lead,2,129.0,0.0,0.0,0,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,MQL,3,77.0,0.0,0.0,0,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,SQL,4,52.0,0.0,,0,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,Opportunity,5,17.0,0.0,0.0,0,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,Customer,6,4.0,0.0,6110.29,0,1,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,SMB,Visitor,1,1800.0,1074.62,0.0,0,2,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,SMB,Lead,2,208.0,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,SMB,MQL,3,110.0,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,SMB,SQL,4,53.0,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,SMB,Opportunity,5,22.0,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,SMB,Customer,6,6.0,0.0,8482.32,0,2,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,Visitor,1,1456.0,847.66,0.0,0,2,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,Lead,2,167.0,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,MQL,3,97.0,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,SQL,4,54.0,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,Opportunity,5,22.0,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,Customer,6,5.0,0.0,6407.28,0,2,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,SMB,Visitor,1,2519.0,4190.95,0.0,1,1,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,SMB,Lead,2,184.0,0.0,0.0,1,1,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,SMB,MQL,3,74.0,0.0,0.0,1,1,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,SMB,SQL,4,32.0,0.0,0.0,1,1,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,SMB,Opportunity,5,14.0,0.0,0.0,1,1,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,SMB,Customer,6,,0.0,5946.97,1,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Visitor,1,1621.0,3293.11,0.0,1,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Lead,2,121.0,0.0,0.0,1,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,MQL,3,61.0,0.0,0.0,1,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,SQL,4,30.0,0.0,0.0,1,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Opportunity,5,7.0,0.0,0.0,1,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Customer,6,1.0,0.0,1371.37,1,1,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,SMB,Visitor,1,3083.0,5198.36,0.0,1,2,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,SMB,Lead,2,254.0,0.0,0.0,1,2,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,SMB,MQL,3,111.0,0.0,0.0,1,2,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,SMB,SQL,4,44.0,0.0,0.0,1,2,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,SMB,Opportunity,5,20.0,0.0,0.0,1,2,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,SMB,Customer,6,4.0,0.0,5427.58,1,2,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,Visitor,1,2122.0,3857.61,0.0,1,2,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,Lead,2,158.0,0.0,0.0,1,2,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,MQL,3,81.0,0.0,0.0,1,2,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,SQL,4,34.0,0.0,0.0,1,2,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,Opportunity,5,14.0,0.0,0.0,1,2,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,Customer,6,3.0,0.0,3479.75,1,2,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,SMB,Visitor,1,1143.0,364.16,0.0,2,1,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,SMB,Lead,2,208.0,0.0,0.0,2,1,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,SMB,MQL,3,127.0,0.0,0.0,2,1,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,SMB,SQL,4,61.0,0.0,0.0,2,1,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,SMB,Opportunity,5,29.0,0.0,0.0,2,1,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,SMB,Customer,6,5.0,0.0,8932.54,2,1,6
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,Visitor,1,1255.0,342.28,0.0,2,1,6
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,Lead,2,185.0,0.0,0.0,2,1,6
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,MQL,3,106.0,0.0,0.0,2,1,6
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,SQL,4,57.0,0.0,0.0,2,1,6
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,Opportunity,5,23.0,0.0,0.0,2,1,6
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,Customer,6,9.0,0.0,13744.11,2,1,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,SMB,Visitor,1,1231.0,429.89,0.0,2,2,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,SMB,Lead,2,230.0,0.0,0.0,2,2,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,SMB,MQL,3,145.0,0.0,0.0,2,2,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,SMB,SQL,4,73.0,0.0,,2,2,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,SMB,Opportunity,5,30.0,0.0,0.0,2,2,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,SMB,Customer,6,8.0,0.0,14339.46,2,2,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,Visitor,1,1447.0,513.74,0.0,2,2,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,Lead,2,297.0,0.0,0.0,2,2,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,MQL,3,158.0,0.0,0.0,2,2,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,SQL,4,76.0,0.0,0.0,2,2,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,Opportunity,5,31.0,0.0,0.0,2,2,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,Customer,6,5.0,0.0,8044.75,2,2,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,SMB,Visitor,1,724.0,114.13,0.0,3,1,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,SMB,Lead,2,160.0,0.0,0.0,3,1,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,SMB,MQL,3,106.0,0.0,0.0,3,1,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,SMB,SQL,4,70.0,0.0,0.0,3,1,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,SMB,Opportunity,5,37.0,0.0,0.0,3,1,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,SMB,Customer,6,17.0,0.0,31397.91,3,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,Visitor,1,974.0,170.38,0.0,3,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,Lead,2,226.0,0.0,0.0,3,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,MQL,3,142.0,0.0,0.0,3,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,SQL,4,70.0,0.0,0.0,3,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,Opportunity,5,42.0,0.0,0.0,3,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,Customer,6,21.0,0.0,39615.66,3,1,6
2026-02-27,2026-02-23,Referral,Partner Referral,Referral Campaign 2,SMB,Visitor,1,839.0,145.68,0.0,3,2,6
2026-02-27,2026-02-23,Referral,Partner Referral,Referral Campaign 2,SMB,Lead,2,159.0,0.0,0.0,3,2,6
2026-02-27,2026-02-23,Referral,Partner Referral,Referral Campaign 2,SMB,MQL,3,101.0,0.0,0.0,3,2,6
2026-02-27,2026-02-23,Referral,Partner Referral,Referral Campaign 2,SMB,SQL,4,61.0,0.0,0.0,3,2,6
2026-02-27,2026-02-23,,Partner Referral,Referral Campaign 2,SMB,Opportunity,5,28.0,0.0,0.0,3,2,6
2026-02-27,2026-02-23,Referral,Partner Referral,Referral Campaign 2,SMB,Customer,6,10.0,0.0,17670.06,3,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,Visitor,1,1192.0,203.71,0.0,3,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,Lead,2,262.0,0.0,0.0,3,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,MQL,3,174.0,0.0,0.0,3,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,SQL,4,99.0,0.0,0.0,3,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,Opportunity,5,53.0,0.0,0.0,3,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,Customer,6,18.0,0.0,34396.6,3,2,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,SMB,Visitor,1,1862.0,2235.08,0.0,4,1,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,SMB,Lead,2,249.0,0.0,0.0,4,1,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,SMB,MQL,3,123.0,0.0,0.0,4,1,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,SMB,SQL,4,53.0,0.0,0.0,4,1,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,SMB,Opportunity,5,19.0,0.0,0.0,4,1,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,SMB,Customer,6,6.0,0.0,8115.21,4,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,Visitor,1,1594.0,1971.97,0.0,4,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,Lead,2,219.0,0.0,0.0,4,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,MQL,3,122.0,0.0,0.0,4,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,SQL,4,68.0,0.0,0.0,4,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,Opportunity,5,29.0,0.0,0.0,4,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,Customer,6,7.0,0.0,8565.5,4,1,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,SMB,Visitor,1,2257.0,2983.8,0.0,4,2,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,SMB,Lead,2,328.0,,0.0,4,2,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,SMB,MQL,3,139.0,0.0,0.0,4,2,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,SMB,SQL,4,48.0,0.0,0.0,4,2,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,SMB,Opportunity,5,18.0,0.0,0.0,4,2,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,SMB,Customer,6,5.0,0.0,8071.61,4,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Visitor,1,1967.0,3009.33,0.0,4,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Lead,2,269.0,0.0,0.0,4,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,MQL,3,126.0,0.0,0.0,4,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,SQL,4,56.0,0.0,0.0,4,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Opportunity,5,19.0,0.0,0.0,4,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Customer,6,5.0,0.0,7408.44,4,2,6
2026-03-07,2026-03-02,Organic,organic,Organic Campaign 1,SMB,Visitor,1,1519.0,796.25,0.0,0,1,7
2026-03-07,2026-03-02,Organic,organic,Organic Campaign 1,SMB,Lead,2,178.0,0.0,0.0,0,1,7
2026-03-07,2026-03-02,Organic,organic,Organic Campaign 1,SMB,MQL,3,85.0,0.0,0.0,0,1,7
2026-03-07,2026-03-02,Organic,organic,Organic Campaign 1,SMB,SQL,4,46.0,0.0,0.0,0,1,7
2026-03-07,2026-03-02,Organic,organic,Organic Campaign 1,SMB,Opportunity,5,27.0,0.0,0.0,0,1,7
2026-03-07,2026-03-02,Organic,organic,Organic Campaign 1,SMB,Customer,6,3.0,0.0,4204.61,0,1,7
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,Visitor,1,1209.0,672.69,0.0,0,1,7
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,Lead,2,137.0,0.0,0.0,0,1,7
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,MQL,3,72.0,0.0,0.0,0,1,7
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,SQL,4,34.0,0.0,0.0,0,1,7
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,Opportunity,5,11.0,0.0,0.0,0,1,7
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,Customer,6,4.0,0.0,5502.02,0,1,7
2026-03-07,2026-03-02,Organic,Organic Search,Organic Campaign 2,SMB,Visitor,1,1787.0,850.82,,0,2,7
2026-03-07,2026-03-02,Organic,Organic Search,Organic Campaign 2,SMB,Lead,2,162.0,0.0,0.0,0,2,7
2026-03-07,2026-03-02,Organic,Organic Search,Organic Campaign 2,SMB,MQL,3,,0.0,0.0,0,2,7
2026-03-07,2026-03-02,Organic,Organic Search,Organic Campaign 2,SMB,SQL,4,40.0,0.0,0.0,0,2,7
2026-03-07,2026-03-02,Organic,Organic Search,Organic Campaign 2,SMB,Opportunity,5,14.0,0.0,0.0,0,2,7
2026-03-07,2026-03-02,Organic,Organic Search,Organic Campaign 2,SMB,Customer,6,5.0,0.0,6924.24,0,2,7
2026-03-06,2026-03-02,Organic,organic,Organic Campaign 2,Enterprise,Visitor,1,1413.0,868.76,0.0,0,2,7
2026-03-06,2026-03-02,Organic,organic,Organic Campaign 2,Enterprise,Lead,2,183.0,0.0,0.0,0,2,7
2026-03-06,2026-03-02,Organic,organic,Organic Campaign 2,Enterprise,MQL,3,88.0,0.0,0.0,0,2,7
2026-03-06,2026-03-02,Organic,organic,Organic Campaign 2,Enterprise,SQL,4,40.0,0.0,0.0,0,2,7
2026-03-06,2026-03-02,Organic,organic,Organic Campaign 2,Enterprise,Opportunity,5,15.0,0.0,0.0,0,2,7
