date,week_start,channel,source,campaign,segment,stage,stage_order,stage_count,cost,revenue,channel_index,campaign_index,week_index
2026-02-18,2026-02-16,Paid Social,Paid Social,Paid Social Campaign 2,Enterprise,Opportunity,5,7,0.0,0.0,1,2,5
2026-02-18,2026-02-16,Paid Social,Paid Social,Paid Social Campaign 2,Enterprise,Customer,6,3,0.0,3884.51,1,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,Visitor,1,1195,218.04,0.0,3,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,Lead,2,265,0.0,0.0,3,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,MQL,3,175,0.0,0.0,3,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,SQL,4,101,0.0,0.0,3,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,Opportunity,5,53,0.0,0.0,3,2,5
2026-02-18,2026-02-16,Referral,Referral,Referral Campaign 2,Enterprise,Customer,6,18,0.0,30584.14,3,2,5
2026-02-19,2026-02-16,Email,EMAIL,Email Campaign 1,Enterprise,Visitor,1,1253,335.6,0.0,2,1,5
2026-02-19,2026-02-16,Email,EMAIL,Email Campaign 1,Enterprise,Lead,2,196,0.0,0.0,2,1,5
2026-02-19,2026-02-16,Email,EMAIL,Email Campaign 1,Enterprise,MQL,3,112,0.0,0.0,2,1,5
2026-02-19,2026-02-16,Email,EMAIL,Email Campaign 1,Enterprise,SQL,4,60,0.0,0.0,2,1,5
2026-02-19,2026-02-16,Email,EMAIL,Email Campaign 1,Enterprise,Opportunity,5,32,0.0,0.0,2,1,5
2026-02-19,2026-02-16,Email,EMAIL,Email Campaign 1,Enterprise,Customer,6,10,0.0,16052.31,2,1,5
2026-02-19,2026-02-16,Paid Social,paid_social,Paid Social Campaign 2,Smb,Visitor,1,3207,6268.82,0.0,1,2,5
2026-02-19,2026-02-16,Paid Social,paid_social,Paid Social Campaign 2,Smb,Lead,2,231,0.0,0.0,1,2,5
2026-02-19,2026-02-16,Paid Social,paid_social,Paid Social Campaign 2,Smb,MQL,3,99,0.0,0.0,1,2,5
2026-02-19,2026-02-16,Paid Social,paid_social,Paid Social Campaign 2,Smb,SQL,4,48,0.0,0.0,1,2,5
2026-02-19,2026-02-16,Paid Social,paid_social,Paid Social Campaign 2,Smb,Opportunity,5,17,0.0,0.0,1,2,5
2026-02-19,2026-02-16,Paid Social,paid_social,Paid Social Campaign 2,Smb,Customer,6,4,0.0,5620.78,1,2,5
2026-02-19,2026-02-16,Referral,Partner Referral,Referral Campaign 1,Smb,Visitor,1,752,114.55,0.0,3,1,5
2026-02-19,2026-02-16,Referral,Partner Referral,Referral Campaign 1,Smb,Lead,2,181,0.0,0.0,3,1,5
2026-02-19,2026-02-16,Referral,Partner Referral,Referral Campaign 1,Smb,MQL,3,117,0.0,0.0,3,1,5
2026-02-19,2026-02-16,Referral,Partner Referral,Referral Campaign 1,Smb,SQL,4,72,0.0,0.0,3,1,5
2026-02-19,2026-02-16,Referral,Partner Referral,Referral Campaign 1,Smb,Opportunity,5,37,0.0,0.0,3,1,5
2026-02-19,2026-02-16,Referral,Partner Referral,Referral Campaign 1,Smb,Customer,6,15,0.0,30048.28,3,1,5
2026-02-20,2026-02-16,Organic,Organic Search,Organic Campaign 1,Enterprise,Visitor,1,1211,651.1,0.0,0,1,5
2026-02-20,2026-02-16,Organic,Organic Search,Organic Campaign 1,Enterprise,Lead,2,147,0.0,0.0,0,1,5
2026-02-20,2026-02-16,Organic,Organic Search,Organic Campaign 1,Enterprise,MQL,3,76,0.0,0.0,0,1,5
2026-02-20,2026-02-16,Organic,Organic Search,Organic Campaign 1,Enterprise,SQL,4,39,0.0,0.0,0,1,5
2026-02-20,2026-02-16,Organic,Organic Search,Organic Campaign 1,Enterprise,Opportunity,5,16,0.0,0.0,0,1,5
2026-02-20,2026-02-16,Organic,Organic Search,Organic Campaign 1,Enterprise,Customer,6,6,0.0,7139.44,0,1,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,Smb,Visitor,1,2286,2643.92,0.0,4,2,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,Smb,Lead,2,282,0.0,0.0,4,2,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,Smb,MQL,3,151,0.0,0.0,4,2,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,Smb,SQL,4,69,0.0,0.0,4,2,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,Smb,Opportunity,5,27,0.0,0.0,4,2,5
2026-02-20,2026-02-16,Paid Search,Paid Search,Paid Search Campaign 2,Smb,Customer,6,6,0.0,8105.1,4,2,5
2026-02-20,2026-02-16,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Visitor,1,1601,2817.53,0.0,1,1,5
2026-02-20,2026-02-16,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Lead,2,121,0.0,0.0,1,1,5
2026-02-20,2026-02-16,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,MQL,3,50,0.0,0.0,1,1,5
2026-02-20,2026-02-16,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,SQL,4,22,0.0,0.0,1,1,5
2026-02-20,2026-02-16,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Opportunity,5,8,0.0,0.0,1,1,5
2026-02-20,2026-02-16,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Customer,6,2,0.0,2294.19,1,1,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,Visitor,1,1412,468.22,0.0,2,2,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,Lead,2,249,0.0,0.0,2,2,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,MQL,3,153,0.0,0.0,2,2,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,SQL,4,71,0.0,0.0,2,2,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,Opportunity,5,33,0.0,0.0,2,2,5
2026-02-21,2026-02-16,Email,Email,Email Campaign 2,Enterprise,Customer,6,11,0.0,16808.05,2,2,5
2026-02-21,2026-02-16,Organic,organic,Organic Campaign 2,Smb,Visitor,1,1809,955.68,0.0,0,2,5
2026-02-21,2026-02-16,Organic,organic,Organic Campaign 2,Smb,Lead,2,187,0.0,0.0,0,2,5
2026-02-21,2026-02-16,Organic,organic,Organic Campaign 2,Smb,MQL,3,88,0.0,0.0,0,2,5
2026-02-21,2026-02-16,Organic,organic,Organic Campaign 2,Smb,SQL,4,44,0.0,0.0,0,2,5
2026-02-21,2026-02-16,Organic,organic,Organic Campaign 2,Smb,Opportunity,5,11,0.0,0.0,0,2,5
2026-02-21,2026-02-16,Organic,organic,Unknown Campaign,Smb,Customer,6,6,0.0,8518.79,0,2,5
2026-02-21,2026-02-16,Paid Social,Social Ads,Paid Social Campaign 1,Smb,Visitor,1,2342,3971.07,0.0,1,1,5
2026-02-21,2026-02-16,Paid Social,Social Ads,Paid Social Campaign 1,Smb,Lead,2,168,0.0,0.0,1,1,5
2026-02-21,2026-02-16,Paid Social,Social Ads,Paid Social Campaign 1,Smb,MQL,3,72,0.0,0.0,1,1,5
2026-02-21,2026-02-16,Paid Social,Social Ads,Paid Social Campaign 1,Smb,SQL,4,26,0.0,0.0,1,1,5
2026-02-21,2026-02-16,Paid Social,Social Ads,Paid Social Campaign 1,Smb,Opportunity,5,11,0.0,0.0,1,1,5
2026-02-21,2026-02-16,Paid Social,Social Ads,Paid Social Campaign 1,Smb,Customer,6,1,0.0,1492.06,1,1,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,Smb,Visitor,1,1129,380.75,0.0,2,1,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,Smb,Lead,2,195,0.0,0.0,2,1,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,Smb,MQL,3,99,0.0,0.0,2,1,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,Smb,SQL,4,41,0.0,0.0,2,1,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,Smb,Opportunity,5,19,0.0,0.0,2,1,5
2026-02-22,2026-02-16,Email,Email,Email Campaign 1,Smb,Customer,6,8,0.0,13901.48,2,1,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,Smb,Visitor,1,1254,381.5,0.0,2,2,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,Smb,Lead,2,221,0.0,0.0,2,2,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,Smb,MQL,3,123,0.0,0.0,2,2,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,Smb,SQL,4,68,0.0,0.0,2,2,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,Smb,Opportunity,5,31,0.0,0.0,2,2,5
2026-02-22,2026-02-16,Email,EMAIL,Email Campaign 2,Smb,Customer,6,11,0.0,15497.92,2,2,5
2026-02-22,2026-02-16,Organic,Organic Search,Organic Campaign 2,Enterprise,Visitor,1,1409,688.3,0.0,0,2,5
2026-02-22,2026-02-16,Organic,Organic Search,Organic Campaign 2,Enterprise,Lead,2,150,0.0,0.0,0,2,5
2026-02-22,2026-02-16,Organic,Organic Search,Organic Campaign 2,Enterprise,MQL,3,86,0.0,0.0,0,2,5
2026-02-22,2026-02-16,Organic,Organic Search,Organic Campaign 2,Enterprise,SQL,4,38,0.0,0.0,0,2,5
2026-02-22,2026-02-16,Organic,Organic Search,Organic Campaign 2,Enterprise,Opportunity,5,12,0.0,0.0,0,2,5
2026-02-22,2026-02-16,Organic,Organic Search,Organic Campaign 2,Enterprise,Customer,6,1,0.0,1307.22,0,2,5
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,Visitor,1,1255,342.28,0.0,2,1,6
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,Lead,2,185,0.0,0.0,2,1,6
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,MQL,3,106,0.0,0.0,2,1,6
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,SQL,4,57,0.0,0.0,2,1,6
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,Opportunity,5,23,0.0,0.0,2,1,6
2026-02-23,2026-02-23,Email,EMAIL,Email Campaign 1,Enterprise,Customer,6,9,0.0,13744.11,2,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,Visitor,1,1594,1971.97,0.0,4,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,Lead,2,219,0.0,0.0,4,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,MQL,3,122,0.0,0.0,4,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,SQL,4,68,0.0,0.0,4,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,Opportunity,5,29,0.0,0.0,4,1,6
2026-02-23,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Enterprise,Customer,6,7,0.0,8565.5,4,1,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,Smb,Visitor,1,2257,2983.8,0.0,4,2,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,Smb,Lead,2,328,0.0,0.0,4,2,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,Smb,MQL,3,139,0.0,0.0,4,2,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,Smb,SQL,4,48,0.0,0.0,4,2,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,Smb,Opportunity,5,18,0.0,0.0,4,2,6
2026-02-23,2026-02-23,Paid Search,ppc,Paid Search Campaign 2,Smb,Customer,6,5,0.0,8071.61,4,2,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,Smb,Visitor,1,3083,5198.36,0.0,1,2,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,Smb,Lead,2,254,0.0,0.0,1,2,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,Smb,MQL,3,111,0.0,0.0,1,2,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,Smb,SQL,4,44,0.0,0.0,1,2,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,Smb,Opportunity,5,20,0.0,0.0,1,2,6
2026-02-23,2026-02-23,Paid Social,paid_social,Paid Social Campaign 2,Smb,Customer,6,4,0.0,5427.58,1,2,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,Smb,Visitor,1,724,114.13,0.0,3,1,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,Smb,Lead,2,160,0.0,0.0,3,1,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,Smb,MQL,3,106,0.0,0.0,3,1,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,Smb,SQL,4,70,0.0,0.0,3,1,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,Smb,Opportunity,5,37,0.0,0.0,3,1,6
2026-02-23,2026-02-23,Referral,partner,Referral Campaign 1,Smb,Customer,6,17,0.0,31397.91,3,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,Visitor,1,1256,718.23,0.0,0,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,Lead,2,129,0.0,0.0,0,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,MQL,3,77,0.0,0.0,0,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,SQL,4,52,0.0,0.0,0,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,Opportunity,5,17,0.0,0.0,0,1,6
2026-02-24,2026-02-23,Organic,organic,Organic Campaign 1,Enterprise,Customer,6,4,0.0,6110.29,0,1,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,Smb,Visitor,1,1231,429.89,0.0,2,2,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,Smb,Lead,2,230,0.0,0.0,2,2,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,Smb,MQL,3,145,0.0,0.0,2,2,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,Smb,SQL,4,73,0.0,0.0,2,2,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,Smb,Opportunity,5,30,0.0,0.0,2,2,6
2026-02-25,2026-02-23,Email,EMAIL,Email Campaign 2,Smb,Customer,6,8,0.0,14339.46,2,2,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Smb,Visitor,1,1862,2235.08,0.0,4,1,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Smb,Lead,2,249,0.0,0.0,4,1,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Smb,MQL,3,123,0.0,0.0,4,1,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Smb,SQL,4,53,0.0,0.0,4,1,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Smb,Opportunity,5,19,0.0,0.0,4,1,6
2026-02-25,2026-02-23,Paid Search,Paid Search,Paid Search Campaign 1,Smb,Customer,6,6,0.0,8115.21,4,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Visitor,1,1621,3293.11,0.0,1,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Lead,2,121,0.0,0.0,1,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,MQL,3,61,0.0,0.0,1,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,SQL,4,30,0.0,0.0,1,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Opportunity,5,7,0.0,0.0,1,1,6
2026-02-25,2026-02-23,Paid Social,paid_social,Paid Social Campaign 1,Enterprise,Customer,6,1,0.0,1371.37,1,1,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,Visitor,1,2122,3857.61,0.0,1,2,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,Lead,2,158,0.0,0.0,1,2,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,MQL,3,81,0.0,0.0,1,2,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,SQL,4,34,0.0,0.0,1,2,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,Opportunity,5,14,0.0,0.0,1,2,6
2026-02-25,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 2,Enterprise,Customer,6,3,0.0,3479.75,1,2,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,Smb,Visitor,1,2519,4190.95,0.0,1,1,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,Smb,Lead,2,184,0.0,0.0,1,1,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,Smb,MQL,3,74,0.0,0.0,1,1,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,Smb,SQL,4,32,0.0,0.0,1,1,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,Smb,Opportunity,5,14,0.0,0.0,1,1,6
2026-02-26,2026-02-23,Paid Social,Social Ads,Paid Social Campaign 1,Smb,Customer,6,0,0.0,5946.97,1,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,Visitor,1,974,170.38,0.0,3,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,Lead,2,226,0.0,0.0,3,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,MQL,3,142,0.0,0.0,3,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,SQL,4,70,0.0,0.0,3,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,Opportunity,5,42,0.0,0.0,3,1,6
2026-02-26,2026-02-23,Referral,Partner Referral,Referral Campaign 1,Enterprise,Customer,6,21,0.0,39615.66,3,1,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,Visitor,1,1447,513.74,0.0,2,2,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,Lead,2,297,0.0,0.0,2,2,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,MQL,3,158,0.0,0.0,2,2,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,SQL,4,76,0.0,0.0,2,2,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,Opportunity,5,31,0.0,0.0,2,2,6
2026-02-27,2026-02-23,Email,Email,Email Campaign 2,Enterprise,Customer,6,5,0.0,8044.75,2,2,6
2026-02-27,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Smb,Visitor,1,839,145.68,0.0,3,2,6
2026-02-27,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Smb,Lead,2,159,0.0,0.0,3,2,6
2026-02-27,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Smb,MQL,3,101,0.0,0.0,3,2,6
2026-02-27,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Smb,SQL,4,61,0.0,0.0,3,2,6
2026-02-27,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Smb,Opportunity,5,28,0.0,0.0,3,2,6
2026-02-27,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Smb,Customer,6,10,0.0,17670.06,3,2,6
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,Smb,Visitor,1,1513,863.29,0.0,0,1,6
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,Smb,Lead,2,177,0.0,0.0,0,1,6
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,Smb,MQL,3,84,0.0,0.0,0,1,6
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,Smb,SQL,4,50,0.0,0.0,0,1,6
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,Smb,Opportunity,5,20,0.0,0.0,0,1,6
2026-02-28,2026-02-23,Organic,Organic Search,Organic Campaign 1,Smb,Customer,6,4,0.0,5709.26,0,1,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,Smb,Visitor,1,1143,364.16,0.0,2,1,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,Smb,Lead,2,208,0.0,0.0,2,1,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,Smb,MQL,3,127,0.0,0.0,2,1,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,Smb,SQL,4,61,0.0,0.0,2,1,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,Smb,Opportunity,5,29,0.0,0.0,2,1,6
2026-03-01,2026-02-23,Email,EMAIL,Email Campaign 1,Smb,Customer,6,5,0.0,8932.54,2,1,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,Visitor,1,1456,847.66,0.0,0,2,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,Lead,2,167,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,MQL,3,97,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,SQL,4,54,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,Opportunity,5,22,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,organic,Organic Campaign 2,Enterprise,Customer,6,5,0.0,6407.28,0,2,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,Smb,Visitor,1,1800,1074.62,0.0,0,2,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,Smb,Lead,2,208,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,Smb,MQL,3,110,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,Smb,SQL,4,53,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,Smb,Opportunity,5,22,0.0,0.0,0,2,6
2026-03-01,2026-02-23,Organic,Organic Search,Organic Campaign 2,Smb,Customer,6,6,0.0,8482.32,0,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Visitor,1,1967,3009.33,0.0,4,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Lead,2,269,0.0,0.0,4,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,MQL,3,126,0.0,0.0,4,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,SQL,4,56,0.0,0.0,4,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Opportunity,5,19,0.0,0.0,4,2,6
2026-03-01,2026-02-23,Paid Search,Search Ads,Paid Search Campaign 2,Enterprise,Customer,6,5,0.0,7408.44,4,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,Visitor,1,1192,203.71,0.0,3,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,Lead,2,262,0.0,0.0,3,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,MQL,3,174,0.0,0.0,3,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,SQL,4,99,0.0,0.0,3,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,Opportunity,5,53,0.0,0.0,3,2,6
2026-03-01,2026-02-23,Referral,Partner Referral,Referral Campaign 2,Enterprise,Customer,6,18,0.0,34396.6,3,2,6
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,Visitor,1,1209,672.69,0.0,0,1,7
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,Lead,2,137,0.0,0.0,0,1,7
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,MQL,3,72,0.0,0.0,0,1,7
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,SQL,4,34,0.0,0.0,0,1,7
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,Opportunity,5,11,0.0,0.0,0,1,7
2026-03-02,2026-03-02,Organic,Organic Search,Organic Campaign 1,Enterprise,Customer,6,4,0.0,5502.02,0,1,7
2026-03-02,2026-03-02,Paid Social,paid_social,Paid Social Campaign 2,Enterprise,Visitor,1,2191,3827.9,0.0,1,2,7
2026-03-02,2026-03-02,Paid Social,paid_social,Paid Social Campaign 2,Enterprise,Lead,2,201,0.0,0.0,1,2,7
2026-03-02,2026-03-02,Paid Social,paid_social,Paid Social Campaign 2,Enterprise,MQL,3,80,0.0,0.0,1,2,7
2026-03-02,2026-03-02,Paid Social,paid_social,Paid Social Campaign 2,Enterprise,SQL,4,34,0.0,0.0,1,2,7
2026-03-02,2026-03-02,Paid Social,paid_social,Paid Social Campaign 2,Enterprise,Opportunity,5,14,0.0,0.0,1,2,7
2026-03-02,2026-03-02,Paid Social,paid_social,Paid Social Campaign 2,Enterprise,Customer,6,2,0.0,2447.66,1,2,7
2026-03-02,2026-03-02,Referral,partner,Referral Campaign 1,Enterprise,Visitor,1,973,182.16,0.0,3,1,7
2026-03-02,2026-03-02,Referral,partner,Referral Campaign 1,Enterprise,Lead,2,192,0.0,0.0,3,1,7
2026-03-02,2026-03-02,Referral,partner,Referral Campaign 1,Enterprise,MQL,3,118,0.0,0.0,3,1,7
2026-03-02,2026-03-02,Referral,partner,Referral Campaign 1,Enterprise,SQL,4,65,0.0,0.0,3,1,7
2026-03-02,2026-03-02,Referral,partner,Referral Campaign 1,Enterprise,Opportunity,5,38,0.0,0.0,3,1,7
2026-03-02,2026-03-02,Referral,partner,Referral Campaign 1,Enterprise,Customer,6,11,0.0,21910.64,3,1,7
2026-03-02,2026-03-02,Referral,Partner Referral,Referral Campaign 2,Enterprise,Visitor,1,1195,226.73,0.0,3,2,7
2026-03-02,2026-03-02,Referral,Partner Referral,Referral Campaign 2,Enterprise,Lead,2,277,0.0,0.0,3,2,7
2026-03-02,2026-03-02,Referral,Partner Referral,Referral Campaign 2,Enterprise,MQL,3,160,0.0,0.0,3,2,7
2026-03-02,2026-03-02,Referral,Partner Referral,Referral Campaign 2,Enterprise,SQL,4,97,0.0,0.0,3,2,7
2026-03-02,2026-03-02,Referral,Partner Referral,Referral Campaign 2,Enterprise,Opportunity,5,43,0.0,0.0,3,2,7
2026-03-02,2026-03-02,Referral,Partner Referral,Referral Campaign 2,Enterprise,Customer,6,9,0.0,14529.45,3,2,7
